Codigo Cliente,Mensualidad,antiguedad_meses,ti_cod,megas_cod,municipio_cod,metodo_pago_cod,n_meses_activos,n_pagos_ok,n_moras_historicas,tasa_mora_historica,es_moroso,moras_ult_3_meses,moras_ult_6_meses,racha_limpia_final,dia_prom_pago_ult12,objetivo_mora_ultimo_mes
1,100.0,30.9461,0,0,4,1,31,31,0,0.0,0,0,0,31,4.4167,0
2,100.0,85.9724,0,0,3,2,86,85,1,0.0116,1,1,1,0,15.75,1
3,80.0,84.9869,0,0,4,2,84,83,1,0.0119,1,1,1,0,15.75,1
4,100.0,85.841,0,0,3,2,86,85,1,0.0116,1,1,1,0,20.75,1
5,100.0,9.954,0,0,3,0,10,9,1,0.1,1,1,1,0,15.6,1
6,100.0,12.9763,0,0,4,0,13,13,0,0.0,0,0,0,13,13.3333,0
7,100.0,33.9685,0,0,0,0,34,33,1,0.0294,1,1,1,0,11.7,1
8,100.0,63.929,0,0,4,0,64,64,0,0.0,0,0,0,64,18.3333,0
9,100.0,65.933,0,0,4,0,66,65,1,0.0152,1,1,1,0,8.0,1
10,100.0,28.9422,2,0,4,0,29,29,0,0.0,0,0,0,29,1.5,0
11,100.0,30.9461,0,0,4,0,31,30,1,0.0323,1,1,1,0,23.8333,1
12,100.0,17.9369,0,0,4,0,18,18,0,0.0,0,0,0,18,3.6667,0
13,100.0,71.9777,1,0,4,0,72,70,2,0.0278,1,1,1,0,13.4167,1
14,100.0,65.9987,0,0,3,0,62,61,1,0.0161,1,0,0,19,6.0833,0
15,100.0,85.9067,0,0,4,0,86,84,2,0.0233,1,1,1,0,10.1667,1
16,100.0,45.7293,0,0,4,0,45,45,0,0.0,0,0,0,6,13.0909,0
17,140.0,43.9225,0,2,4,0,44,44,0,0.0,0,0,0,44,16.9167,0
18,80.0,42.7727,0,0,4,0,43,43,0,0.0,0,0,0,43,16.9167,0
19,80.0,37.0565,0,0,4,0,38,38,0,0.0,0,0,0,38,16.9167,0
20,150.0,21.3206,0,2,3,0,21,21,0,0.0,0,0,0,21,16.9167,0
21,100.0,20.9593,0,0,4,0,21,21,0,0.0,0,0,0,21,8.5833,0
22,50.0,9.954,0,0,4,0,10,10,0,0.0,0,0,0,10,11.7,0
23,100.0,12.4179,0,0,4,0,13,13,0,0.0,0,0,0,13,22.1429,0
24,100.0,10.4796,0,0,0,0,11,11,0,0.0,0,0,0,11,14.9091,0
25,100.0,52.9238,0,0,4,0,53,52,1,0.0189,1,0,0,26,3.5,0
26,100.0,67.3456,0,0,4,2,68,66,2,0.0294,1,1,1,0,12.5833,1
27,100.0,3.9422,0,0,4,0,4,4,0,0.0,0,0,0,4,9.25,0
28,100.0,57.9501,0,0,4,0,58,57,1,0.0172,1,1,1,0,18.9167,1
29,80.0,62.4836,0,0,4,0,61,61,0,0.0,0,0,0,42,17.6667,0
30,100.0,1.0184,0,0,-1,0,58,58,0,0.0,0,0,0,39,20.0,0
31,100.0,10.2168,0,0,4,0,11,10,1,0.0909,1,1,1,0,13.4545,1
32,100.0,85.9067,0,0,4,2,85,82,3,0.0353,1,2,2,0,15.25,1
33,100.0,30.9461,0,0,4,0,31,31,0,0.0,0,0,0,31,4.25,0
34,100.0,63.929,0,0,4,0,64,63,1,0.0156,1,1,1,0,16.8333,1
35,100.0,70.4665,0,0,4,0,70,68,2,0.0286,1,2,2,0,10.0833,1
36,80.0,18.7254,0,0,4,0,19,18,1,0.0526,1,1,1,0,10.6667,1
37,100.0,22.6347,0,0,4,1,23,20,3,0.1304,1,3,3,0,8.0833,1
38,100.0,67.9698,0,0,4,0,69,69,0,0.0,0,0,0,69,4.3333,0
39,80.0,8.9685,1,0,4,0,8,8,0,0.0,0,0,0,0,23.75,0
40,100.0,36.3338,0,0,4,0,32,31,1,0.0312,1,1,1,0,19.5455,1
41,80.0,56.9645,0,0,4,1,54,52,2,0.037,1,2,2,0,7.1818,1
42,80.0,16.6557,0,0,4,0,17,17,0,0.0,0,0,0,17,6.1667,0
43,100.0,2.0039,1,0,4,0,2,1,1,0.5,1,1,1,0,10.5,1
44,100.0,2.0039,1,0,4,0,2,1,1,0.5,1,1,1,0,10.5,1
45,80.0,27.2339,0,0,4,2,26,24,2,0.0769,1,2,2,0,12.5833,1
46,100.0,1.1827,0,0,4,0,1,1,0,0.0,0,0,0,1,24.0,0
47,100.0,1.9054,0,0,4,2,1,1,0,0.0,0,0,0,1,1.0,0
48,100.0,57.9501,0,0,3,0,58,57,1,0.0172,1,1,1,0,6.6667,1
49,100.0,15.933,0,0,4,0,16,15,1,0.0625,1,1,1,0,13.5,1
50,60.0,71.0578,0,0,4,0,69,68,1,0.0145,1,1,1,0,6.7273,1
51,100.0,31.9317,0,0,4,2,32,31,1,0.0312,1,1,1,0,7.2727,1
52,100.0,0.9527,0,0,4,0,1,1,0,0.0,0,0,0,1,5.0,0
53,100.0,22.9304,0,0,4,0,23,23,0,0.0,0,0,0,0,10.6364,0
54,100.0,75.4928,0,0,4,0,76,73,3,0.0395,1,3,3,0,11.9167,1
55,100.0,0.9527,0,0,4,4,0,0,0,0.0,0,0,0,0,14.5,0
56,100.0,34.954,0,0,4,0,35,34,1,0.0286,1,1,1,0,4.8333,1
57,100.0,47.9304,0,0,4,0,48,47,1,0.0208,1,1,1,0,5.4167,1
58,100.0,43.9225,0,0,4,0,44,44,0,0.0,0,0,0,44,2.0833,0
59,100.0,0.9527,0,0,4,0,1,1,0,0.0,0,0,0,1,14.5,0
60,100.0,71.912,0,0,4,0,72,72,0,0.0,0,0,0,72,20.8333,0
61,80.0,2.8909,0,0,4,0,3,3,0,0.0,0,0,0,3,4.6667,0
62,100.0,25.887,0,0,4,1,26,25,1,0.0385,1,1,1,0,10.4167,1
63,100.0,28.9093,0,0,4,0,29,29,0,0.0,0,0,0,29,4.75,0
64,100.0,24.9343,0,0,4,0,25,24,1,0.04,1,1,1,0,9.25,1
65,100.0,11.9251,0,0,4,0,12,12,0,0.0,0,0,0,12,2.3333,0
66,100.0,68.9225,0,0,4,1,69,68,1,0.0145,1,1,1,0,5.5833,1
67,100.0,46.9448,0,0,4,0,47,47,0,0.0,0,0,0,47,6.3333,0
68,100.0,31.9317,0,0,4,1,32,32,0,0.0,0,0,0,32,4.5,0
69,100.0,2.8909,0,0,4,2,3,2,1,0.3333,1,1,1,0,6.0,1
70,100.0,65.9001,0,0,4,0,66,64,2,0.0303,1,2,2,0,16.1667,1
71,100.0,49.8686,0,0,3,0,50,48,2,0.04,1,1,1,0,2.5,1
72,80.0,10.9396,1,0,4,0,11,10,1,0.0909,1,1,1,0,17.4545,1
73,100.0,14.8817,0,0,4,0,15,14,1,0.0667,1,1,1,0,1.8333,1
74,100.0,8.9356,0,0,4,0,9,9,0,0.0,0,0,0,9,17.4286,0
75,100.0,8.9356,0,0,4,0,9,8,1,0.1111,1,1,1,0,2.6667,1
76,100.0,17.9041,0,0,4,0,18,16,2,0.1111,1,2,2,0,7.9167,1
77,100.0,8.9028,0,0,4,0,9,6,3,0.3333,1,3,3,0,8.875,1
78,100.0,1.8397,0,0,3,2,2,2,0,0.0,0,0,0,2,6.5,0
79,80.0,0.9198,0,0,6,2,1,1,0,0.0,0,0,0,1,3.0,0
80,100.0,8.9028,0,0,4,0,9,9,0,0.0,0,0,0,9,12.3333,0
81,100.0,2.8581,0,0,4,3,3,3,0,0.0,0,0,0,3,3.0,0
82,100.0,15.8673,0,0,4,0,16,16,0,0.0,0,0,0,16,9.1667,0
83,100.0,2.8581,0,0,3,2,3,2,1,0.3333,1,1,1,0,3.3333,1
84,80.0,1.3141,0,0,3,4,0,0,0,0.0,0,0,0,0,14.5,0
85,100.0,25.8541,0,0,4,0,26,26,0,0.0,0,0,0,26,7.0,0
86,100.0,60.9067,0,0,4,0,61,61,0,0.0,0,0,0,61,5.6667,0
87,100.0,22.8975,0,0,4,0,23,23,0,0.0,0,0,0,23,8.6364,0
88,100.0,10.9067,0,0,3,0,11,10,1,0.0909,1,1,1,0,4.9091,1
89,100.0,57.8844,0,0,4,3,58,57,1,0.0172,1,1,1,0,8.5833,1
90,100.0,14.8489,0,0,4,0,3,3,0,0.0,0,0,0,3,2.6667,0
91,100.0,2.8581,0,0,4,1,3,3,0,0.0,0,0,0,3,4.6667,0
92,100.0,3.8765,0,0,4,0,4,4,0,0.0,0,0,0,4,16.25,0
93,100.0,59.8883,0,0,3,1,60,60,0,0.0,0,0,0,60,20.1667,0
94,100.0,5.8804,0,0,4,0,6,6,0,0.0,0,0,0,6,4.8333,0
95,100.0,52.8581,0,0,4,0,53,53,0,0.0,0,0,0,53,28.8333,0
96,100.0,16.8528,0,0,4,0,17,16,1,0.0588,1,1,1,0,9.5,1
97,100.0,8.9028,0,0,4,0,7,7,0,0.0,0,0,0,0,7.6,0
98,100.0,46.912,0,0,4,1,47,47,0,0.0,0,0,0,47,4.75,0
99,100.0,11.8922,0,0,4,0,12,12,0,0.0,0,0,0,12,7.25,0
100,100.0,46.8791,0,0,4,0,47,47,0,0.0,0,0,0,47,3.3333,0
101,180.0,32.8844,1,2,7,0,33,32,1,0.0303,1,1,1,0,11.0,1
102,100.0,27.8581,0,0,4,0,28,27,1,0.0357,1,1,1,0,15.7273,1
103,100.0,62.8121,0,0,4,0,63,62,1,0.0159,1,1,1,0,5.25,1
104,80.0,35.8739,0,0,4,0,34,33,1,0.0294,1,1,1,0,5.5833,1
105,100.0,49.8029,0,0,3,0,50,49,1,0.02,1,1,1,0,12.1667,1
106,100.0,18.8239,0,0,4,0,18,18,0,0.0,0,0,0,0,10.9167,0
107,100.0,16.82,0,0,4,0,17,16,1,0.0588,1,1,1,0,7.5,1
108,100.0,7.8515,0,0,4,0,8,7,1,0.125,1,1,1,0,8.625,1
109,100.0,26.4126,0,0,4,0,1,1,0,0.0,0,0,0,1,9.0,0
110,100.0,66.7871,0,0,4,0,67,66,1,0.0149,1,1,1,0,12.0833,1
111,80.0,0.887,0,0,4,2,1,1,0,0.0,0,0,0,1,4.0,0
112,100.0,8.8699,0,0,4,0,9,9,0,0.0,0,0,0,9,15.875,0
113,100.0,18.8239,0,0,4,0,19,19,0,0.0,0,0,0,19,9.5833,0
114,100.0,8.8699,0,0,4,0,7,6,1,0.1429,1,1,1,0,10.8333,1
115,100.0,8.8699,0,0,4,0,9,9,0,0.0,0,0,0,9,3.6,0
116,100.0,49.8029,0,0,4,0,24,23,1,0.0417,1,1,1,0,15.0833,1
117,100.0,20.8607,0,0,0,0,20,19,1,0.05,1,1,1,0,18.3333,1
118,100.0,70.8607,0,0,3,1,70,69,1,0.0143,1,1,1,0,17.2727,1
119,100.0,71.8463,0,0,4,0,72,71,1,0.0139,1,1,1,0,6.7273,1
120,100.0,38.8305,1,0,4,1,39,37,2,0.0513,1,2,2,0,14.25,1
121,80.0,16.82,0,0,4,0,57,57,0,0.0,0,0,0,57,9.9167,0
122,100.0,11.8594,0,0,4,0,12,12,0,0.0,0,0,0,12,7.9167,0
123,100.0,26.8397,0,0,4,1,27,27,0,0.0,0,0,0,27,6.9167,0
124,100.0,54.8292,0,0,4,0,53,52,1,0.0189,1,1,1,0,10.0909,1
125,100.0,15.8016,2,0,4,0,16,16,0,0.0,0,0,0,16,5.25,0
126,80.0,0.8541,0,0,4,2,1,1,0,0.0,0,0,0,1,5.0,0
127,100.0,40.8016,0,0,4,0,41,41,0,0.0,0,0,0,41,10.0833,0
128,100.0,80.8476,0,0,4,0,80,80,0,0.0,0,0,0,51,5.9167,0
129,100.0,71.8134,0,0,4,0,72,71,1,0.0139,1,1,1,0,16.6667,1
130,100.0,71.3863,0,0,4,1,72,72,0,0.0,0,0,0,72,5.0,0
131,100.0,21.025,0,0,3,0,22,21,1,0.0455,1,1,1,0,10.25,1
132,80.0,9.8555,0,0,3,0,10,9,1,0.1,1,1,1,0,6.1,1
133,100.0,39.816,0,0,4,0,40,39,1,0.025,1,1,1,0,22.6667,1
134,250.0,52.7924,1,4,7,0,53,51,2,0.0377,1,2,2,0,7.0833,1
135,100.0,48.7845,0,0,3,0,87,87,0,0.0,0,0,0,87,7.0833,0
136,100.0,3.8108,0,0,4,0,4,3,1,0.25,1,1,1,0,5.0,1
137,80.0,70.8279,0,0,4,1,70,68,2,0.0286,1,0,0,48,11.4167,0
138,150.0,86.7937,1,2,4,0,87,86,1,0.0115,1,1,1,0,9.25,1
139,100.0,53.8108,0,0,4,1,54,54,0,0.0,0,0,0,54,13.0,0
140,100.0,9.8226,0,0,4,0,10,9,1,0.1,1,1,1,0,6.6,1
141,80.0,14.816,0,0,4,0,15,15,0,0.0,0,0,0,15,10.8333,0
142,100.0,46.8463,0,0,4,0,47,47,0,0.0,0,0,0,47,6.5,0
143,160.0,60.841,0,1,4,0,61,61,0,0.0,0,0,0,61,7.6667,0
144,100.0,23.8173,0,0,4,0,24,24,0,0.0,0,0,0,24,23.25,0
145,100.0,1.774,0,0,4,0,2,1,1,0.5,1,1,1,0,6.5,1
146,100.0,26.8068,0,0,4,0,27,27,0,0.0,0,0,0,27,9.1667,0
147,100.0,4.7963,0,0,4,0,5,5,0,0.0,0,0,0,5,5.6,0
148,100.0,29.5664,0,0,4,1,27,26,1,0.037,1,1,1,0,13.8889,0
149,100.0,0.8541,0,0,4,0,1,1,0,0.0,0,0,0,1,5.0,0
150,100.0,25.7884,0,0,4,0,25,24,1,0.04,1,1,1,0,6.4545,1
151,100.0,27.8252,0,0,4,0,28,28,0,0.0,0,0,0,28,4.9167,0
152,100.0,1.8068,0,0,4,0,2,1,1,0.5,1,1,1,0,5.0,1
153,100.0,80.8476,0,0,4,0,81,81,0,0.0,0,0,0,81,13.5833,0
154,80.0,86.7937,0,0,3,0,83,83,0,0.0,0,0,0,62,6.3333,0
155,100.0,2.2668,0,0,4,0,54,53,1,0.0185,1,1,1,0,13.5,1
156,180.0,24.8357,0,2,4,0,25,24,1,0.04,1,1,1,0,6.3333,1
157,100.0,6.8003,0,0,4,0,7,6,1,0.1429,1,1,1,0,6.5714,1
158,100.0,8.8371,0,0,4,0,9,9,0,0.0,0,0,0,9,12.125,0
159,70.0,61.7608,0,0,4,0,62,61,1,0.0161,1,1,1,0,20.25,1
160,100.0,49.77,0,0,4,1,50,49,1,0.02,1,1,1,0,8.1667,1
161,100.0,0.8541,0,0,4,2,1,1,0,0.0,0,0,0,1,5.0,0
162,100.0,12.8121,0,0,4,0,13,13,0,0.0,0,0,0,13,10.6667,0
163,100.0,45.795,0,0,4,0,46,45,1,0.0217,1,1,1,0,12.5,1
164,100.0,23.7845,0,0,4,0,24,24,0,0.0,0,0,0,24,5.0,0
165,100.0,67.7727,0,0,3,1,68,67,1,0.0147,1,1,1,0,7.0,1
166,100.0,35.8081,0,0,4,0,36,36,0,0.0,0,0,0,36,4.5,0
167,180.0,23.7845,0,2,4,0,24,24,0,0.0,0,0,0,24,5.5,0
168,100.0,4.7635,0,0,4,0,5,5,0,0.0,0,0,0,5,6.6,0
169,100.0,0.8213,0,0,4,0,1,1,0,0.0,0,0,0,1,6.0,0
170,100.0,69.7766,0,0,4,1,72,71,1,0.0139,1,1,1,0,6.9167,1
171,80.0,16.7543,0,0,3,0,17,16,1,0.0588,1,1,1,0,15.25,1
172,60.0,66.7543,0,0,4,1,67,66,1,0.0149,1,1,1,0,9.1667,1
173,100.0,65.7687,1,0,4,0,65,65,0,0.0,0,0,0,1,8.875,0
174,100.0,32.3259,0,0,4,0,32,31,1,0.0312,1,1,1,0,22.9167,1
175,100.0,26.774,0,0,4,1,27,27,0,0.0,0,0,0,27,4.5833,0
176,100.0,44.1524,0,0,4,0,45,45,0,0.0,0,0,0,45,11.5833,0
177,100.0,67.7727,0,0,4,0,68,68,0,0.0,0,0,0,68,10.0,0
178,100.0,1.774,0,0,4,0,2,1,1,0.5,1,1,1,0,5.5,1
179,100.0,9.7898,0,0,6,0,10,8,2,0.2,1,2,2,0,9.7,1
180,100.0,11.6951,0,0,4,0,12,12,0,0.0,0,0,0,12,8.0833,0
181,100.0,41.7871,0,0,4,0,42,42,0,0.0,0,0,0,42,7.25,0
182,100.0,3.7779,0,0,4,0,4,3,1,0.25,1,1,1,0,13.25,1
183,100.0,9.7898,0,0,6,0,10,10,0,0.0,0,0,0,10,5.6,0
184,100.0,4.7635,0,0,4,0,5,4,1,0.2,1,1,1,0,8.4,1
185,100.0,22.7989,0,0,4,0,23,22,1,0.0435,1,1,1,0,6.8333,1
186,100.0,42.7727,0,0,4,0,41,41,0,0.0,0,0,0,0,11.4,0
187,250.0,40.7359,0,5,0,1,41,40,1,0.0244,1,1,1,0,6.1667,1
188,100.0,68.7582,0,0,4,0,69,69,0,0.0,0,0,0,69,5.0,0
189,100.0,49.7043,0,0,4,0,50,50,0,0.0,0,0,0,50,7.1667,0
190,80.0,4.7306,0,0,4,0,5,5,0,0.0,0,0,0,5,6.8,0
191,100.0,4.7306,0,0,4,0,5,5,0,0.0,0,0,0,5,6.8,0
192,100.0,50.7227,0,0,4,0,51,50,1,0.0196,1,1,1,0,11.0833,1
193,100.0,58.7714,0,0,4,1,59,58,1,0.0169,1,1,1,0,9.0833,1
194,100.0,0.7884,0,0,4,0,1,1,0,0.0,0,0,0,1,11.0,0
195,100.0,37.7135,0,0,4,1,38,37,1,0.0263,1,1,1,0,11.25,1
196,100.0,16.7214,0,0,4,0,17,15,2,0.1176,1,2,2,0,17.25,1
197,120.0,79.7635,0,2,4,0,80,79,1,0.0125,1,1,1,0,12.0833,1
198,100.0,2.7267,0,0,4,2,3,2,1,0.3333,1,1,1,0,7.0,1
199,100.0,13.6991,0,0,4,0,14,13,1,0.0714,1,1,1,0,7.3333,1
200,100.0,11.7608,0,0,4,0,12,11,1,0.0833,1,1,1,0,9.4167,1
201,100.0,10.7753,0,0,4,0,11,10,1,0.0909,1,1,1,0,13.0,1
202,100.0,59.7569,0,0,4,0,60,60,0,0.0,0,0,0,60,5.3333,0
203,80.0,31.7674,0,0,4,0,32,32,0,0.0,0,0,0,32,7.25,0
204,100.0,7.753,0,0,4,0,8,7,1,0.125,1,1,1,0,8.0,1
205,100.0,68.7582,0,0,4,1,69,67,2,0.029,1,2,2,0,17.75,1
206,100.0,44.7766,0,0,4,0,45,44,1,0.0222,1,1,1,0,9.5833,1
207,100.0,0.7884,0,0,4,2,1,1,0,0.0,0,0,0,1,7.0,0
208,100.0,66.7214,0,0,4,0,67,67,0,0.0,0,0,0,67,4.9167,0
209,100.0,61.728,0,0,4,0,62,62,0,0.0,0,0,0,62,8.4167,0
210,80.0,7.753,0,0,4,0,54,54,0,0.0,0,0,0,54,8.0,0
211,100.0,26.8725,0,0,4,0,27,26,1,0.037,1,1,1,0,9.3333,1
212,80.0,10.7753,0,0,4,0,11,10,1,0.0909,1,1,1,0,7.9091,1
213,100.0,8.7714,0,0,4,0,9,9,0,0.0,0,0,0,9,8.5714,0
214,100.0,11.7608,0,0,3,0,12,11,1,0.0833,1,1,1,0,6.0,1
215,100.0,56.7674,0,0,4,0,57,57,0,0.0,0,0,0,57,9.5,0
216,100.0,35.7753,0,0,6,1,36,35,1,0.0278,1,1,1,0,11.6667,1
217,100.0,4.7306,0,0,4,1,5,4,1,0.2,1,1,1,0,10.8,1
218,100.0,68.7582,0,0,4,0,69,69,0,0.0,0,0,0,69,8.6667,0
219,100.0,4.7306,0,0,4,0,5,4,1,0.2,1,1,1,0,14.8,1
220,100.0,57.7201,0,0,4,1,58,57,1,0.0172,1,1,1,0,12.9167,1
221,100.0,46.7477,0,0,4,1,47,46,1,0.0213,1,1,1,0,10.0,1
222,100.0,21.7148,0,0,4,0,22,21,1,0.0455,1,1,1,0,11.3333,1
223,100.0,25.6899,0,0,4,0,26,26,0,0.0,0,0,0,26,15.1667,0
224,100.0,12.7464,0,0,1,0,13,12,1,0.0769,1,1,1,0,14.3636,1
225,100.0,64.6846,0,0,4,0,65,65,0,0.0,0,0,0,65,8.25,0
226,100.0,59.724,0,0,4,1,60,60,0,0.0,0,0,0,60,10.8333,0
227,100.0,59.724,0,0,4,1,60,60,0,0.0,0,0,0,60,7.6667,0
228,80.0,16.6886,0,0,4,0,48,46,2,0.0417,1,2,2,0,16.4167,1
229,100.0,50.6899,0,0,3,0,51,49,2,0.0392,1,2,2,0,15.9167,1
230,100.0,42.707,0,0,4,0,43,41,2,0.0465,1,2,2,0,14.5,1
231,100.0,33.7385,0,0,4,0,34,33,1,0.0294,1,1,1,0,15.4167,1
232,150.0,79.7306,0,2,4,0,80,79,1,0.0125,1,1,1,0,14.5,1
233,75.0,59.9869,0,0,4,0,60,59,1,0.0167,1,1,1,0,14.5,1
234,100.0,21.7148,0,0,4,1,22,22,0,0.0,0,0,0,22,9.3333,0
235,100.0,5.7162,0,0,3,3,4,4,0,0.0,0,0,0,0,7.75,0
236,100.0,5.6833,0,0,1,0,6,6,0,0.0,0,0,0,6,9.8333,0
237,100.0,11.6951,0,0,4,0,12,11,1,0.0833,1,1,1,0,14.1667,1
238,100.0,39.6846,0,0,4,0,40,40,0,0.0,0,0,0,40,8.4167,0
239,100.0,15.6702,0,0,4,0,16,15,1,0.0625,1,1,1,0,11.8333,1
240,100.0,39.6846,0,0,4,0,40,39,1,0.025,1,1,1,0,11.5833,1
241,100.0,60.7096,1,0,4,0,61,60,1,0.0164,1,1,1,0,8.75,1
242,100.0,14.6518,0,0,4,0,15,13,2,0.1333,1,2,2,0,20.8333,1
243,100.0,34.724,0,0,4,1,35,34,1,0.0286,1,1,1,0,9.3333,1
244,100.0,26.6754,0,0,4,1,27,27,0,0.0,0,0,0,27,12.0,0
245,100.0,37.6478,0,0,0,1,38,38,0,0.0,0,0,0,38,7.75,0
246,100.0,18.6597,0,0,4,0,19,19,0,0.0,0,0,0,19,8.9167,0
247,100.0,48.7188,0,0,4,0,49,48,1,0.0204,1,1,1,0,15.3333,1
248,100.0,1.6426,0,0,7,0,2,2,0,0.0,0,0,0,2,11.0,0
249,100.0,60.7096,0,0,4,1,61,60,1,0.0164,1,1,1,0,16.75,1
250,100.0,25.657,0,0,4,0,26,25,1,0.0385,1,1,1,0,20.0,1
251,100.0,72.7004,0,0,4,1,73,72,1,0.0137,1,1,1,0,20.8333,1
252,80.0,27.6938,0,0,4,0,27,27,0,0.0,0,0,0,25,4.9167,0
253,100.0,16.6557,0,0,4,0,17,16,1,0.0588,1,1,1,0,10.5833,1
254,100.0,24.7043,0,0,0,0,25,24,1,0.04,1,1,1,0,9.5,1
255,100.0,8.7057,0,0,4,0,9,9,0,0.0,0,0,0,9,10.875,0
256,100.0,9.6912,0,0,4,0,10,9,1,0.1,1,1,1,0,9.2,1
257,100.0,3.6794,0,0,4,0,4,3,1,0.25,1,1,1,0,10.25,1
258,80.0,75.6899,0,0,4,0,74,74,0,0.0,0,0,0,64,4.3333,0
